userId,movieId,rating
4260,1968,5
5317,3361,4
3808,1350,5
4054,1012,5
3987,3174,5
4337,101,5
1044,1259,4
5760,467,4
1837,585,2
5005,1104,5
1147,965,3
669,10,3
996,293,4
3847,2496,2
4609,1408,3
5654,2683,4
1525,2915,2
4210,2455,4
5010,3654,3
4617,1912,3
2124,34,5
1556,1203,5
1465,3702,4
2664,1409,4
4575,3727,1
3022,1222,3
1274,1265,4
5613,3175,4
5511,955,5
5964,2329,4
4971,3671,4
1988,948,3
308,1805,3
223,1756,2
5971,919,3
1647,3623,4
5292,920,3
2448,1136,4
453,2395,5
1551,1913,4
3613,1500,5
5333,83,3
2893,1061,3
482,434,3
1780,1334,4
5683,1411,3
5688,3160,5
4638,2355,1
3878,230,4
927,2436,1
5367,2803,2
3491,191,4
5627,1,4
4447,3527,3
3539,1012,4
4098,2347,3
4387,1617,4
4902,1584,4
4964,1077,4
4963,246,5
4271,2863,4
1890,1221,5
5142,3535,3
3227,1918,2
5718,3308,4
1782,2541,3
2021,2006,3
4958,1208,2
3610,1125,1
3844,532,5
2862,1197,4
66,344,4
3695,260,5
5720,2058,2
5397,293,4
4732,1644,3
2230,270,2
6032,3296,3
4815,1287,4
1051,2539,5
4425,377,4
1884,2194,4
4603,919,5
5795,539,3
2022,2273,5
5504,420,4
550,762,4
1243,1374,4
984,2285,4
284,1278,5
423,2997,1
1140,3659,3
4807,2871,2
3831,2167,4
1306,1704,5
3539,3064,1
3233,1401,3
3280,191,2
5837,3113,3
1088,2373,3
1333,2184,2
2180,3781,1
937,3742,1
3859,66,2
4918,592,3
2552,457,4
3203,2599,4
410,3087,4
4662,236,4
5511,2948,5
549,3849,5
2271,2353,5
5349,1295,4
5995,2841,5
802,2288,4
1851,3704,2
479,2470,3
791,3705,2
2808,3948,4
120,923,3
1278,1200,4
3355,2324,4
1317,1405,3
2013,1376,5
3436,2527,4
4927,2826,4
1538,2700,3
3691,3578,5
3816,2109,3
19,2662,3
195,2594,5
1658,2879,4
2015,2081,2
911,260,4
753,3745,4
660,350,2
4117,3773,2
4027,2186,5
5046,1272,4
178,2050,3
396,3301,2
2643,2657,2
3539,327,4
1737,2791,4
706,229,2
874,1348,5
2143,2422,1
3410,3770,2
690,2018,3
5347,32,5
1926,2324,4
5550,196,3
4447,3060,4
5650,1586,2
425,281,4
5261,1225,4
670,3435,5
927,2694,4
3300,1252,4
3540,457,5
3618,456,3
995,2671,3
5094,2353,4
5448,900,4
5933,2688,5
2523,608,5
5603,2686,4
2084,2692,4
4169,1816,3
4789,2699,2
24,1394,4
1147,2937,5
5744,2504,3
2181,926,4
1755,25,5
1883,58,2
4704,1721,2
2962,2935,3
3346,2745,4
873,1244,3
2142,2490,2
5046,2178,4
5556,2533,3
2181,24,1
5888,1259,4
664,3898,3
5861,955,3
5048,902,4
5961,2297,2
3507,805,4
2576,2924,5
2454,2822,3
3022,3267,3
5273,1084,5
3648,3114,4
5892,1193,4
253,383,3
1466,2115,5
1107,21,4
1793,353,2
5863,2961,3
4280,2701,2
2344,383,4
3521,2973,3
1816,1124,5
1605,3330,4
3727,586,2
4808,2247,3
1563,314,4
2898,1982,5
505,541,5
132,551,3
1696,2949,4
996,3576,4
4852,1193,5
1150,1257,3
4887,3543,5
1337,2099,3
2015,2808,5
1437,1090,5
710,223,4
4041,2124,3
1884,1321,4
4079,1831,1
4223,316,5
1988,597,3
1883,2088,1
3067,150,4
1053,968,4
1635,1240,4
3425,1784,4
3142,2324,5
4624,17,4
2115,3869,5
838,3317,5
6016,2245,3
2638,1527,4
1246,595,5
5156,16,4
741,3696,4
1700,3948,5
5002,260,4
2016,674,5
2255,1341,1
288,21,3
2175,1240,4
4381,2734,3
1214,964,3
129,3578,4
3539,306,4
2627,2005,3
264,2174,3
3271,2352,4
889,2344,3
352,364,5
3674,3499,4
3080,1193,5
1100,1457,1
1605,858,4
4354,2143,1
537,1262,5
533,466,3
2507,805,2
3735,2866,2
1058,2712,4
3436,3035,5
4386,3020,3
498,3468,4
1842,2546,2
482,1298,2
1854,2369,2
5140,1673,2
3228,2959,5
1053,1092,4
3990,2366,4
2117,973,5
692,991,3
2989,1019,4
1289,1376,3
2349,2852,3
1051,1367,1
1266,1617,4
5028,2078,4
2164,621,4
4314,3717,5
5329,3201,5
5604,2872,3
3522,2353,5
2684,11,2
598,110,4
5053,293,5
697,2917,5
5618,3114,5
5590,246,5
854,2153,1
5468,1371,4
3285,2268,5
3462,2316,3
1218,2430,3
2504,494,3
4039,1148,4
4169,640,1
4248,2380,2
4227,2301,3
3921,25,5
4673,2609,5
1449,3556,4
3562,543,5
5950,1080,2
5755,595,3
3173,2019,5
2208,1923,5
851,3300,3
3618,1183,3
130,2949,5
4942,519,2
2962,3529,4
3902,2533,5
1132,2139,5
5111,783,3
522,1214,5
787,2683,3
5100,3911,4
2237,2313,5
1684,3861,5
5763,3429,5
824,1293,4
2051,1372,4
5688,1196,3
2447,2261,4
225,3203,4
2625,2202,3
673,3504,3
2576,2761,4
1294,1405,4
5886,551,5
666,357,4
3733,2908,3
1004,2194,5
4021,3365,5
5524,3398,5
2938,673,3
4041,1079,4
3675,368,4
5519,1231,3
3346,1028,5
5208,1961,5
1474,2762,2
3887,3174,4
4384,1610,4
291,3451,4
5747,1205,2
4041,968,5
4041,256,3
4089,1343,4
3483,151,5
1150,3505,2
2636,2355,4
4473,1225,5
5674,1580,4
524,44,4
1941,1590,1
1087,919,5
4915,1148,5
4579,2701,1
391,3639,4
3739,2505,3
2500,2881,4
4374,588,4
3999,2770,2
5954,1952,5
3483,3682,4
1639,260,4
528,2701,3
3445,2681,4
2034,356,3
214,345,3
514,1653,5
2627,1222,4
2738,326,5
1680,830,4
5763,1674,3
235,1733,4
1303,1923,5
1861,3256,4
6001,1732,3
5691,1376,5
5843,1949,5
2916,2551,5
3389,2188,2
4381,1513,2
1181,1513,3
5536,339,3
1613,266,4
2148,2891,4
3792,3948,5
3391,3255,4
5812,1391,2
3929,32,3
4973,1185,3
792,29,4
796,3178,1
1912,1281,3
494,355,5
4309,3176,2
894,3578,5
3807,2529,4
2102,2551,1
4733,1376,4
3475,3330,3
5772,3484,3
3311,193,1
3546,3735,4
2103,3081,4
3945,3108,5
721,1272,4
2051,1676,4
1117,3623,4
136,1253,4
5754,2610,5
3821,2976,3
232,104,4
2294,1183,4
4979,2291,4
2842,481,2
1266,1673,3
5480,3257,3
2581,123,5
4899,1230,4
45,2331,2
3682,670,5
3557,3247,3
4425,786,3
2795,1201,4
3624,3868,3
2807,1929,3
403,2375,2
5881,62,3
1899,1292,4
1943,798,2
4379,1831,3
5311,1204,5
687,44,3
5852,2203,5
1737,2240,3
1051,2133,4
1626,253,5
3688,2289,5
4819,2793,3
5483,253,5
4966,3527,5
5896,2539,3
2403,3104,4
4217,3798,4
824,1207,4
754,318,5
3727,1179,4
5744,3404,4
802,2987,4
3526,160,1
4517,1544,2
5530,3526,4
2455,2532,2
854,1500,3
4950,3500,2
3637,785,4
1483,2872,2
1244,246,5
5650,2065,3
4169,2278,3
1978,786,4
5504,1214,3
1757,3000,5
3032,1259,5
4141,2572,4
498,1965,3
4765,1193,5
1005,1214,3
453,3087,2
1984,594,4
1882,1729,4
2624,2993,3
5018,1269,4
4059,3499,4
5195,1248,5
4028,3388,1
4747,464,2
4089,3452,4
5950,1272,5
1571,2262,4
5161,1207,3
1073,2987,3
5880,912,4
697,2804,5
4456,2139,1
2784,1233,4
4750,1288,3
2818,587,2
5614,3261,4
4186,2054,3
2963,1892,4
4810,1917,2
1322,318,3
982,933,4
2786,3246,5
5713,1923,2
1616,1610,4
2454,2959,1
2507,368,3
2627,373,3
5359,358,4
778,434,4
2106,1777,4
2793,1721,2
4918,3081,4
109,2791,5
59,1269,4
1001,2858,5
1098,3671,3
4501,924,4
1051,1343,4
1182,2729,4
4536,3623,3
3032,737,1
2271,991,4
4897,165,4
1306,778,5
3271,597,4
4379,2598,1
570,1639,4
452,1250,5
4379,236,3
1172,2011,3
3516,1690,2
2059,2151,5
5636,431,4
5161,1729,3
2623,2431,5
3864,1240,5
5605,3,1
4451,2194,3
687,3147,3
5689,1090,4
5367,2100,3
5927,3746,5
216,951,4
3729,2080,4
3526,2540,3
1616,165,3
4824,475,5
1912,935,3
3288,3435,4
5747,293,4
2147,673,2
4459,1824,3
2529,2640,2
5758,208,1
3306,1953,5
3600,1208,4
5389,2968,3
5036,2987,4
817,2278,4
6003,1208,5
1635,47,5
5617,1917,5
3274,3703,4
1591,1079,5
1961,232,4
4012,1196,5
614,2085,5
3434,1552,2
2733,3404,3
1698,2160,4
4510,3033,2
1894,1719,4
3804,3275,1
2513,1734,2
1685,2501,4
1897,1148,4
2967,1104,5
4510,2639,2
4089,1094,3
5580,2572,4
2246,593,3
245,1382,2
4984,3090,4
477,2628,4
1836,440,4
2169,1993,5
4678,2712,3
4511,3005,4
2063,1432,2
403,1097,4
5643,3301,4
3792,316,2
5699,1270,4
1320,1244,4
3790,3548,3
4416,1213,5
1120,2014,3
4277,2722,3
4989,1183,3
2255,2406,4
4268,3341,5
690,1136,5
2002,1234,5
3732,3467,2
2995,1010,3
1273,1358,4
157,3244,4
4823,3471,4
3412,3897,5
5717,1022,3
3558,3274,4
2506,1644,4
3874,1372,4
3460,924,5
5753,2409,5
2135,2997,3
1140,2102,3
5443,1037,4
926,904,5
2933,1617,4
2382,1965,3
3624,2009,3
5395,1252,5
3424,500,4
4689,2893,4
5221,541,5
3600,2918,4
5688,1625,5
3688,1077,5
4103,337,2
557,2661,4
4085,1676,4
2370,589,4
2468,1197,5
5982,1204,4
5792,147,4
3770,1207,5
2462,262,4
1270,3897,4
5198,2324,5
346,2011,4
2351,2291,3
5482,1721,4
2185,3061,4
3384,2530,4
3712,208,4
5675,383,4
4560,3071,3
1448,3041,2
2323,3760,4
5530,1573,3
5916,1008,4
343,3701,5
2939,541,5
5397,3354,2
5239,1958,3
1317,830,3
4967,2858,5
1418,1197,4
402,144,4
3067,3219,4
6033,2353,5
2309,923,4
761,2571,5
3163,1359,2
4635,2628,3
850,3086,3
493,3481,3
3821,3019,4
1741,911,4
5006,923,5
1592,1171,3
5075,1253,5
3624,1370,3
2771,494,2
5954,1884,3
5367,1485,2
48,2991,3
5111,3467,3
3596,858,5
4477,1376,4
820,2100,3
5824,1645,3
4520,1327,4
3796,3813,4
5394,2248,4
5648,1196,4
4618,1676,2
3613,1645,3
4754,3039,4
2496,1265,3
4919,1198,4
3157,2418,4
3476,1221,1
1193,1917,4
2751,218,2
1019,3525,1
5557,2313,5
5703,1209,5
549,288,5
1496,3864,3
5675,3253,4
4445,3793,5
5831,648,4
5312,2421,3
629,3568,1
5198,2059,2
5605,2502,4
543,546,4
3191,1866,4
396,2447,2
4112,3688,4
5691,2078,5
1221,466,4
5264,1127,4
2368,1955,5
746,3257,2
5922,3114,5
3994,596,3
1603,3882,5
5223,41,4
701,1298,5
3422,457,3
5034,1267,5
780,3639,3
3807,3576,3
3311,1197,5
925,1393,4
4437,2657,1
1100,2770,2
3539,247,5
3830,3276,1
4742,230,4
2116,805,4
1449,3638,2
1340,229,2
5172,1230,5
2742,2641,1
5248,2171,1
5996,3409,4
5763,2858,5
2105,786,2
5840,3873,5
3381,1270,4
1175,3358,4
3191,1653,4
2655,2699,2
550,1104,5
3292,2794,4
1155,2722,1
5248,2023,3
3825,2212,4
1125,2082,3
3768,485,3
4033,3042,1
5493,1732,4
5964,3544,4
3791,1694,3
1203,818,1
3761,1215,4
406,1091,3
3178,785,1
2786,1552,4
4033,3478,4
3353,2818,1
948,1301,5
3518,1271,5
5740,1129,2
3196,3264,3
3507,151,3
3487,1885,5
2670,1584,3
3827,1270,3
3868,1672,4
3189,1196,5
1703,1214,3
5747,2947,3
1422,3917,1
3328,3418,5
1484,83,3
5002,1617,3
5302,314,4
1377,1918,4
5594,3094,5
4058,2376,1
5969,3555,2
424,1513,3
1193,1408,3
4085,408,4
1549,110,2
3272,3217,3
5153,1042,4
4599,356,4
4791,2155,3
877,3033,4
3669,2412,1
3848,2138,5
4592,3174,5
4305,2642,3
4621,122,2
2456,2401,3
4169,1350,3
4745,3418,4
3836,1876,3
157,224,3
2810,2087,4
4950,2628,3
5060,1150,5
68,2908,5
2777,1605,3
2409,2313,4
3491,595,4
1120,1910,4
202,2433,4
4580,2243,4
5751,8,4
4947,1947,5
346,1103,3
1150,1717,1
3589,1090,4
5670,420,3
3283,590,4
604,1867,3
2793,3334,5
508,2553,4
676,3052,3
5319,3444,3
5882,968,2
5573,904,4
4150,3450,4
4498,3125,3
3650,3412,3
3416,2124,5
3277,2076,5
624,2054,3
2887,1596,3
2235,524,5
237,3578,5
3032,364,5
1087,2542,4
3309,2883,4
2546,1223,1
3028,2396,4
3771,1556,2
1925,3685,4
4083,1590,2
2249,1035,5
1101,3108,4
3311,1562,2
3855,227,4
3401,1679,2
4488,2528,3
2645,852,3
541,318,5
3973,2762,5
4285,87,2
2919,1259,5
1928,1701,5
1340,1610,3
4673,1296,4
4508,2948,5
2264,2315,2
2195,2948,5
3676,3146,1
1698,1914,4
3503,3556,5
3669,2278,3
3292,1453,1
839,2919,4
1017,11,4
3804,2066,4
1733,3790,2
4488,3760,1
1958,1330,2
2841,1358,4
2599,671,4
1682,1197,3
5507,2722,4
301,32,5
2272,608,5
2185,2973,4
4491,1616,4
2200,1690,2
3209,1752,1
4199,25,4
5026,234,1
3475,3104,4
4788,2109,3
1885,3114,5
1616,1408,5
5255,3654,5
631,2137,5
2934,661,3
5387,1954,2
1757,1032,5
5080,3147,5
1426,2471,2
2907,2635,3
2177,2366,4
1922,1645,2
864,2550,2
5018,3462,4
1303,1199,5
1954,1041,4
3885,1244,4
5780,1621,5
608,724,3
6036,2013,3
1521,1805,2
2162,1307,5
1984,3104,4
4888,111,5
195,1232,5
5837,1769,4
549,2859,5
2129,2699,3
508,3740,5
1170,3037,4
6023,2841,3
3831,2245,4
3643,349,3
2982,1344,5
4726,1187,4
3261,556,4
53,2094,4
198,1259,5
1893,3852,4
424,1342,4
214,3429,5
5118,1242,5
4288,1653,3
549,1953,5
1242,1271,2
2030,3334,4
2898,2580,5
752,2683,2
1861,3684,3
1383,1035,5
5845,1218,5
4124,344,5
911,2096,4
4007,3396,2
2857,2113,2
1854,3219,3
149,2621,4
1800,1784,3
1871,2699,2
3539,2738,4
429,2355,3
3661,2949,3
1799,45,3
4119,2001,5
1530,6,4
4169,2949,5
1309,1197,3
914,1234,4
2304,3104,4
5954,1234,5
2737,296,5
5158,2064,4
3622,1748,3
5100,2989,3
5911,3409,3
1117,1240,4
675,2716,5
3706,1298,4
3953,2949,3
146,1247,5
3503,3526,5
326,1247,5
2077,231,5
1676,842,2
1887,2194,2
3958,1479,1
5746,2011,3
3292,1088,5
562,1291,4
3910,552,1
5083,1875,2
2383,3070,4
1019,3102,3
1054,3247,5
5378,3606,4
6003,1617,5
5888,785,3
3562,2149,1
1181,2076,2
735,1214,5
3277,1201,4
4887,1840,3
326,3252,3
3641,1198,5
3438,2188,3
4248,1378,4
672,1252,4
5573,58,2
216,3506,4
1579,2863,5
5265,1387,3
1315,3481,4
6000,303,2
192,3398,4
435,1379,3
1897,367,4
424,2688,3
5880,2420,4
4447,2132,3
549,3764,4
5831,1956,5
2010,368,4
2895,1892,2
4608,246,5
5971,2396,4
4607,3723,4
3125,475,5
1161,3535,4
1448,1410,1
1561,527,5
5831,3429,4
3274,2527,3
4861,364,4
2820,2752,2
3986,3253,4
3285,2683,4
4235,1266,5
3320,1693,4
1605,276,4
58,2089,3
1899,2289,4
2233,2052,2
216,2345,4
967,3247,3
854,1845,3
3292,3324,5
2302,1485,3
2807,3545,3
4485,16,3
4523,1616,4
3191,3841,2
3471,1218,4
746,3328,2
1748,2617,3
2888,1200,4
1600,1077,4
1802,3510,4
4506,1269,4
1449,903,4
2996,596,3
2764,2202,4
3425,1210,4
5841,2523,3
889,2851,3
2796,3793,4
3626,47,4
1498,36,3
1882,1566,4
4322,317,3
2621,1265,4
5775,3088,5
639,3635,2
891,3578,3
1757,1961,5
3985,17,4
543,1892,4
1683,1961,4
2181,1271,3
3018,3729,4
765,1290,4
4520,998,4
3516,608,2
4653,1667,3
2127,2379,2
1051,538,4
4957,2080,3
5600,2145,5
2395,1892,4
2497,3731,4
2562,1405,4
5585,2288,3
297,296,4
5194,2064,3
456,1223,5
2737,2124,3
5183,1580,4
4212,3755,4
5364,1777,4
5016,912,3
3487,3755,3
2194,1214,4
839,3089,5
342,364,3
1920,1007,3
4140,2353,3
3888,39,3
5848,1262,5
195,3822,5
4785,342,4
5805,2078,5
33,916,3
5845,913,4
181,6,4
220,235,5
2733,2289,5
1425,208,3
646,3634,4
1889,3060,3
5997,2613,4
1623,3932,4
5466,1914,4
2986,2375,2
3931,2672,5
5806,85,4
3277,3819,5
2698,3855,5
5344,1185,4
4387,694,2
1616,3578,5
3896,1527,3
3834,3324,1
5250,2,3
3532,3408,5
2802,2716,4
2629,2262,4
2058,969,5
5522,329,5
5643,73,2
4510,10,3
5650,2746,2
660,105,3
403,317,4
1605,2795,4
3796,3447,4
5220,2618,2
1779,2541,4
3976,628,4
169,2360,1
1984,2190,2
3422,2081,3
5232,2701,1
3942,2378,2
3562,3706,4
2669,3101,4
3875,1097,5
1051,548,1
337,1274,5
5371,2908,4
970,223,3
2679,3438,3
1088,2968,4
375,1719,3
5083,292,3
3029,2394,5
5726,2100,3
1753,3863,3
5054,924,3
5523,1356,5
3855,3257,4
1086,780,3
5596,750,5
5736,364,4
1551,3194,2
2247,931,3
1671,1178,3
4279,1973,2
1051,2420,4
5026,76,2
1744,1953,4
5925,1230,4
1053,3062,3
107,2852,3
1098,1221,5
524,3697,3
5511,1304,5
5511,208,1
323,45,4
5249,3724,2
2344,2763,4
1817,3156,2
5847,1246,4
569,419,3
4116,1320,4
5659,2762,5
988,3617,3
1832,1678,4
4591,533,4
4824,2321,4
2721,539,4
474,1416,1
3067,333,4
3929,1214,5
549,466,2
4089,1171,3
1495,219,4
4507,6,4
1640,2959,4
40,161,4
1875,2020,5
3648,3893,2
5658,434,4
5437,1584,3
641,1094,4
4562,858,3
4162,339,4
5775,1089,5
2349,919,4
1017,2995,3
5663,273,4
4784,3270,3
3599,1909,4
4001,3711,5
2063,765,3
4773,1198,4
3067,780,2
201,802,3
843,1958,4
1470,3946,3
4181,719,2
4210,1193,5
2265,2405,4
1285,784,4
5273,947,5
5812,3197,3
5040,1995,3
5532,1054,2
4715,3256,4
4239,3801,4
2907,17,3
1776,1009,3
1481,1617,5
2246,1245,5
685,2628,5
1204,1580,4
3841,1717,2
1397,3702,4
5163,1945,5
4753,3361,3
303,2710,2
3288,1225,4
4408,2870,5
3340,780,4
5026,2135,4
2188,3235,1
2077,2916,3
1870,2447,3
929,3744,3
5319,8,4
4418,497,4
4900,3006,5
978,2718,1
1714,2146,4
2757,1248,4
3401,3635,3
909,1466,5
2905,3591,3
123,905,5
3491,3388,3
5888,1059,1
1146,481,4
5536,333,3
5812,2420,4
1897,308,3
1680,1475,4
714,2321,5
2071,2176,3
3992,1080,3
1133,3552,4
261,1594,4
5550,724,4
305,842,2
1571,2001,3
2962,3324,3
402,3916,2
5222,471,4
5675,2671,3
5053,2916,3
2109,2203,5
817,164,2
453,3255,3
2368,1949,5
3792,715,3
3302,529,4
4849,1099,4
1980,2064,5
3758,2336,3
4802,599,2
1666,1198,4
5511,1385,5
5250,1888,1
464,1610,3
2259,1912,4
911,1960,4
1941,434,3
1369,2926,3
4064,318,3
1088,2186,5
4088,1646,2
4488,2153,2
5248,1078,2
1921,736,3
5355,898,4
131,3426,5
53,3927,4
4945,599,3
264,2948,3
3081,2857,4
95,1446,4
4720,2396,5
780,953,4
1331,2759,4
4637,2089,4
424,948,5
3054,750,5
880,1396,3
5862,1968,5
4598,908,5
3850,2605,4
3280,2734,2
702,780,4
3312,3253,3
2010,1589,3
5054,3730,3
3688,1036,5
2634,2573,4
2947,778,4
1484,16,4
260,1320,2
5497,1387,4
5597,1255,1
5434,515,5
2439,1673,2
3268,1136,4
4169,2662,4
4979,1205,1
235,25,4
5090,3700,5
4024,3524,5
4160,2985,4
1757,3745,4
2186,3082,3
2109,1918,3
463,2082,1
838,1123,4
5852,3614,3
3884,1394,4
5437,2804,5
4973,1131,4
4451,42,3
624,1092,4
1626,1387,4
2001,2600,2
1776,527,5
4873,1210,3
3099,160,2
1736,3392,1
3825,1953,4
3946,2918,5
5545,848,4
963,1185,4
837,2186,4
5113,3418,3
2501,924,3
2857,45,3
3138,3801,3
1194,3614,3
2753,588,4
5025,2366,5
3401,2082,4
3842,3095,5
3816,858,4
5309,1127,3
4487,733,4
6016,25,3
6040,2599,5
3386,1060,5
5762,330,4
2669,356,4
3626,2628,4
3194,3016,4
3591,2571,5
2544,3108,3
2887,1266,5
5880,485,4
2967,3089,5
4784,3253,3
338,367,4
1324,1358,5
2404,2268,4
2621,110,5
2075,2908,2
1207,291,1
1306,2115,5
5779,2236,2
5487,1097,5
6016,1914,4
2105,34,4
4328,590,1
4342,1968,5
1546,1747,2
205,1304,5
4965,2861,3
3997,2249,3
3207,2789,5
2489,2331,3
4179,2109,4
1666,2560,4
4931,3066,3
1137,1219,5
5623,3525,4
4531,2076,2
767,2183,5
599,3420,4
2251,306,4
1496,3671,5
1601,1438,3
4193,3384,3
2133,3510,4
1480,3481,3
5433,2407,3
757,2058,3
4890,2987,3
1958,3087,3
533,1466,4
1340,1487,1
3453,2571,4
2878,1291,5
764,2806,5
4496,2459,4
1329,3948,5
905,2009,4
2096,2916,4
169,3070,2
5102,1214,5
1948,1580,4
929,2795,5
4964,1617,5
919,2791,5
5653,1224,4
1586,3811,5
2176,904,5
4556,1942,4
4022,3435,4
5580,2006,4
1383,289,3
3511,2100,4
1069,1589,3
2470,1049,3
4041,3660,3
1953,2125,5
2888,1968,4
869,1148,4
4656,2396,4
2870,1215,2
4945,1954,4
1088,2876,1
1207,377,3
1798,1327,1
1425,1214,5
1432,2396,4
554,593,5
495,1265,4
5075,589,5
710,3897,4
3808,255,1
